id,date,price,bedrooms,bathrooms,floors,waterfront,condition,grade,yr_built,yr_renovated,zipcode,lat,long
7893804340,20140724T000000,470000,4,2.5,1,0,4,7,1967,0,98198,47.4132,-122.328
4389200765,20140625T000000,2.30E+06,4,3.25,2,0,3,9,2004,0,98004,47.6154,-122.21
1822069116,20141217T000000,590000,3,2.5,1,0,3,9,1996,0,98058,47.3917,-122.084
7276100282,20140729T000000,320000,3,1.75,1,0,3,8,1942,0,98133,47.7599,-122.343
567000392,20141103T000000,363000,2,2,2,0,3,8,2009,0,98144,47.5926,-122.295
5729200030,20140707T000000,747500,4,2.25,2,0,4,9,1977,0,98028,47.7473,-122.257
8682220390,20140723T000000,750000,2,2.5,2,0,3,8,2003,0,98053,47.7106,-122.023
9828700200,20140505T000000,831000,4,3,2,0,4,9,1982,2011,98112,47.6196,-122.292
7852180560,20150424T000000,403000,3,2.5,2,0,3,7,2004,0,98065,47.5305,-121.854
3655400060,20140808T000000,445000,3,2.5,2,0,3,7,2005,0,98056,47.514,-122.189
7955030060,20150326T000000,345000,3,1,1,0,4,7,1970,0,98072,47.7502,-122.108
8964800445,20150209T000000,2.26E+06,3,3.5,1,0,3,10,2003,0,98004,47.6178,-122.209
6204410200,20140616T000000,371025,3,2,1,0,3,7,1977,0,98011,47.736,-122.199
7625702400,20140730T000000,355000,2,1,1,0,3,6,1916,0,98136,47.5491,-122.386
5113200310,20140909T000000,270000,3,1,1,0,4,7,1972,0,98058,47.4579,-122.09
7893802800,20140605T000000,425000,4,2.75,2,0,4,7,1957,0,98198,47.4117,-122.333
2473003210,20150313T000000,364808,3,1.75,1,0,3,8,1967,0,98058,47.4524,-122.146
1402600570,20150113T000000,320000,3,2.25,1,0,3,8,1981,0,98058,47.4394,-122.14
8944460030,20141014T000000,325000,4,2.5,2,0,3,9,2006,0,98030,47.3831,-122.185
2473480560,20140904T000000,350000,3,2.25,2,0,3,8,1984,0,98058,47.4459,-122.124
3365900465,20150219T000000,170000,3,1.5,1,0,3,6,1947,0,98168,47.4738,-122.263
5341600030,20140509T000000,255000,2,1,1,0,4,6,1984,0,98070,47.3356,-122.502
6073500160,20141210T000000,550000,3,1,1,0,3,7,1947,0,98117,47.6973,-122.389
2025760160,20140703T000000,835000,4,4.25,2,0,3,12,2005,0,98092,47.3069,-122.148
9393700140,20150310T000000,420000,3,1,1,0,4,6,1946,0,98116,47.5588,-122.392
5458800125,20140514T000000,925000,4,2.5,2.5,0,5,8,1958,0,98040,47.5786,-122.236
2492200435,20140606T000000,389250,2,1.5,1,0,3,7,1956,0,98126,47.5344,-122.381
3759500046,20150501T000000,748000,3,2.5,1,0,3,8,2004,0,98033,47.6984,-122.201
8648220260,20150324T000000,284000,3,1.75,1,0,3,7,1988,0,98042,47.3594,-122.076
6392001670,20140611T000000,588000,4,2,1,0,3,7,1950,0,98115,47.6858,-122.286
2026049155,20150320T000000,372500,3,1.75,1,0,4,7,1963,0,98133,47.7338,-122.332
2329800240,20150218T000000,285000,4,3,2,0,4,7,1988,0,98042,47.3768,-122.117
3380900125,20140527T000000,360000,3,1,1,0,3,7,1954,0,98177,47.7683,-122.359
1324079041,20141118T000000,275000,3,1,1,0,4,7,1930,0,98024,47.5617,-121.859
8682230550,20140916T000000,428000,2,2,1,0,3,8,2003,0,98053,47.7106,-122.03
853400240,20150325T000000,847000,6,2.5,2,0,3,8,1969,0,98177,47.7209,-122.372
2130702075,20140926T000000,316000,3,1,1,0,4,6,1977,0,98019,47.7422,-121.981
3260810260,20150505T000000,375000,3,2.5,2,0,3,8,2000,0,98003,47.3487,-122.304
2878600200,20140508T000000,533000,3,1,1,0,3,7,1967,0,98115,47.6899,-122.321
7298040310,20140523T000000,556000,5,2.5,2,0,3,11,1991,0,98023,47.2996,-122.342
766000240,20140915T000000,225000,4,2,1,0,3,7,1966,0,98042,47.361,-122.116
3459700340,20141030T000000,537250,4,2.5,1,0,4,8,1978,0,98155,47.7752,-122.285
2473251180,20141217T000000,255000,3,1,1,0,4,7,1967,0,98058,47.4551,-122.154
2407900200,20150409T000000,530000,4,2.5,2,0,3,7,2006,0,98059,47.479,-122.129
7558700030,20150413T000000,5.30E+06,6,6,2,1,4,12,1991,0,98040,47.5631,-122.21
203600140,20150324T000000,595000,3,2.75,2,0,3,9,1996,0,98014,47.6596,-121.96
4037800140,20140814T000000,548000,4,2,1,0,4,7,1958,0,98008,47.6115,-122.124
1683600240,20150320T000000,234975,3,1.75,1,0,3,7,1980,0,98092,47.3187,-122.182
1962200036,20140819T000000,600000,3,1.75,2.5,0,3,9,2005,0,98102,47.6498,-122.321
1775800510,20150324T000000,432000,4,1,1,0,4,7,1967,0,98072,47.743,-122.097
1822350070,20150202T000000,455000,3,1.5,2,0,3,7,1986,0,98034,47.7085,-122.217
7772400160,20141024T000000,279950,3,1.75,1,0,3,7,1965,0,98155,47.7571,-122.328
273900030,20141020T000000,267500,3,1.5,1,0,4,7,1963,0,98030,47.3737,-122.216
3323069084,20140909T000000,620000,4,2.5,2,0,3,8,2000,0,98038,47.4306,-122.049
4337000160,20150127T000000,110000,2,1,1,0,2,6,1943,0,98166,47.4784,-122.335
9126100550,20140513T000000,625000,3,3.5,2,0,4,8,2009,0,98122,47.607,-122.305
5101405274,20140529T000000,389000,2,1,1,0,3,7,1952,0,98115,47.6999,-122.305
4232400860,20140630T000000,1.20E+06,4,2,2,0,3,9,1905,0,98112,47.6227,-122.31
2723069082,20150424T000000,788500,4,2.25,2,0,4,8,1977,0,98027,47.4569,-122.02
7436500270,20140725T000000,567000,5,2.25,1,0,3,8,1974,0,98033,47.6737,-122.169
5153200030,20150113T000000,515000,2,2.25,1,0,3,8,1987,0,98023,47.3361,-122.353
4022900125,20140902T000000,605000,4,2.5,1,0,5,8,1968,0,98155,47.7761,-122.285
7841300505,20141027T000000,430000,4,3.75,2,0,3,7,1936,1994,98055,47.4744,-122.213
573000685,20140717T000000,805000,2,1.75,1,0,3,7,1920,0,98199,47.6712,-122.409
8961990160,20150413T000000,567500,3,2.5,2,0,3,8,1999,0,98074,47.6036,-122.014
1250202255,20140605T000000,647500,3,1.75,1,0,5,7,1916,0,98144,47.5873,-122.29
7234600796,20141126T000000,495000,2,1.75,2.5,0,4,7,1903,0,98122,47.6106,-122.31
3630180340,20141104T000000,825000,4,2.5,2,0,3,9,2006,0,98027,47.541,-121.998
5104450070,20150309T000000,435000,4,2.25,2,0,4,8,1987,0,98058,47.4627,-122.152
9477100060,20140909T000000,445950,3,1.75,1,0,5,7,1968,0,98034,47.7321,-122.195
4139440830,20140603T000000,960000,5,2.75,2,0,3,10,1993,0,98006,47.5531,-122.119
6772200055,20140917T000000,780000,4,3,1.5,0,5,8,1929,0,98103,47.6853,-122.331
8731982190,20140618T000000,274500,3,2.25,1,0,4,8,1969,0,98023,47.3191,-122.383
6300000335,20150429T000000,729953,5,3,1.5,0,4,8,1909,0,98133,47.7053,-122.34
9301300751,20140728T000000,464950,3,1.5,2,0,3,8,2008,0,98109,47.6384,-122.342
9542100135,20141112T000000,620000,4,1.75,1,0,3,8,1959,0,98005,47.5904,-122.177
8691410700,20150116T000000,735000,4,3.5,2,0,3,9,2005,0,98075,47.5968,-121.978
217500135,20150421T000000,450000,4,2.25,1,0,3,8,1959,0,98133,47.7356,-122.335
3731800055,20140605T000000,450000,4,1,1.5,0,3,7,1916,1986,98118,47.5529,-122.268
7234600786,20140511T000000,842500,4,2.5,2.5,0,4,9,1902,0,98122,47.6106,-122.31
2423059104,20141008T000000,360000,3,2,1,0,3,7,1979,0,98058,47.4674,-122.107
1823039205,20140624T000000,585000,3,2.5,2,0,3,8,1998,0,98070,47.4815,-122.47
2423020260,20140814T000000,461000,3,2.25,1,0,4,7,1977,0,98033,47.7011,-122.171
2695600070,20140818T000000,345000,2,1,1,0,3,7,1949,0,98126,47.5315,-122.38
6844703240,20140702T000000,1.08E+06,3,2.5,1,0,3,10,1970,0,98115,47.6948,-122.286
3904940070,20150227T000000,643000,4,2.5,2,0,3,8,1988,0,98029,47.574,-122.013
1939130070,20140929T000000,690000,4,2.5,2,0,3,9,1990,0,98074,47.6253,-122.027
5589300370,20150401T000000,282000,4,1,1.5,0,3,7,1949,0,98155,47.7529,-122.306
3526039116,20141118T000000,549000,3,1.75,1,0,4,8,1951,0,98117,47.6925,-122.388
6821600390,20150108T000000,815000,3,2,2,0,4,9,1926,0,98199,47.648,-122.395
1925069082,20150511T000000,2.20E+06,5,4.25,2,1,5,8,1952,0,98052,47.6393,-122.097
8100400160,20150413T000000,700000,3,2.25,2,0,4,8,1984,0,98052,47.6386,-122.11
5556300102,20140714T000000,933399,3,2.5,2,0,3,9,1992,0,98052,47.6468,-122.116
7222000393,20140703T000000,290000,3,1,1,0,3,7,1967,0,98055,47.4627,-122.213
9407001860,20140524T000000,372000,4,1.75,1,0,5,7,1979,0,98045,47.4487,-121.772
9468200140,20140819T000000,450000,2,1.75,1,0,4,7,1920,0,98103,47.6795,-122.353
3295950240,20140905T000000,303700,3,2.5,2,0,3,8,2010,0,98030,47.3668,-122.178
3905000340,20140724T000000,672000,4,2.5,2,0,4,9,1989,0,98029,47.5744,-121.993
3374300070,20140623T000000,334000,4,1.5,1.5,0,3,6,1970,0,98034,47.7197,-122.173
7812800310,20140625T000000,260000,2,1,1,0,3,6,1944,0,98178,47.4979,-122.241
7015200685,20140731T000000,749950,3,1.75,1,0,4,8,1941,0,98119,47.6491,-122.367
3521069051,20141223T000000,330000,4,2.25,2,0,4,8,1984,0,98022,47.2624,-122.015
8032700140,20141028T000000,830000,5,3,2,0,3,8,1960,1992,98103,47.654,-122.342
6117500320,20140708T000000,1.13E+06,3,2.25,1,0,3,8,2006,0,98166,47.4389,-122.351
7305300045,20140707T000000,320000,3,1,1,0,4,6,1948,0,98155,47.7552,-122.327
922069139,20150414T000000,260000,2,1,1.5,0,5,7,1920,0,98038,47.407,-122.045
84000335,20140626T000000,225000,3,2,1,0,5,6,1945,0,98146,47.4851,-122.338
9232400055,20140917T000000,279200,1,1,1,0,3,5,1939,0,98117,47.6976,-122.359
1453600202,20140520T000000,520000,4,3.5,2,0,3,8,1942,2014,98125,47.726,-122.296
3904910520,20140625T000000,505000,3,2.5,2,0,4,8,1987,0,98029,47.5674,-122.017
5469300270,20140506T000000,234000,3,1.75,1,0,4,7,1975,0,98042,47.375,-122.14
8681660060,20140929T000000,503000,4,2.5,2,0,3,9,2005,0,98155,47.7728,-122.271
3902300350,20140806T000000,606000,4,2.25,1,0,4,8,1979,0,98033,47.6925,-122.184
6392003490,20140723T000000,433500,3,1,1,0,4,7,1937,0,98115,47.6839,-122.281
3342700465,20150123T000000,250000,3,1.5,1,0,3,8,1951,0,98056,47.524,-122.2
2592210160,20140805T000000,719000,3,2.5,2,0,4,9,1984,0,98006,47.5477,-122.141
616000160,20141210T000000,381000,3,2,1,0,4,8,1959,0,98166,47.415,-122.337
1687000270,20140528T000000,267000,3,2.5,2,0,3,8,2007,0,98001,47.288,-122.283
4102000075,20140522T000000,275000,1,0.75,1,0,5,7,1962,0,98022,47.2653,-121.91
8078460550,20140513T000000,651000,4,2.5,2,0,3,8,1993,0,98074,47.6334,-122.021
2710600070,20150204T000000,439000,2,1,1,0,3,7,1949,0,98115,47.6767,-122.286
37000435,20150214T000000,325000,2,1,1,0,4,7,1955,0,98146,47.5141,-122.377
5100401414,20140502T000000,490000,2,1,1,0,3,7,1938,1994,98115,47.6924,-122.322
5631500254,20141007T000000,519900,4,2.5,2,0,3,9,1999,0,98028,47.7361,-122.234
8567300140,20140723T000000,545000,4,2.75,2,0,3,9,1984,0,98038,47.4054,-122.03
98000060,20140714T000000,1.06E+06,4,4,2,0,3,11,2003,0,98075,47.5852,-121.966
2205500400,20140514T000000,542000,4,1.75,1,0,4,7,1955,0,98006,47.5765,-122.147
1726069084,20141208T000000,465000,4,1.75,2,0,4,7,1961,0,98077,47.7358,-122.076
8682291840,20150331T000000,408000,2,2,1,0,3,8,2006,0,98053,47.72,-122.024
5003600240,20141204T000000,292000,4,2.5,2,0,3,8,2000,0,98030,47.3631,-122.192
5636000400,20140507T000000,253000,3,1.75,1,0,3,7,1994,0,98010,47.3277,-122.001
3298700125,20140905T000000,280000,2,1,1,0,5,6,1942,0,98106,47.5232,-122.354
7880000060,20140604T000000,658588,3,2.25,2,0,3,10,1986,0,98027,47.4871,-122.065
7811200310,20141216T000000,635000,4,2.25,1,0,4,8,1969,0,98005,47.5897,-122.156
5255690160,20141009T000000,439000,4,2.25,2,0,3,8,1978,0,98011,47.7746,-122.197
869700320,20140806T000000,300000,3,2.5,2,0,3,8,1999,0,98059,47.4908,-122.154
6052401631,20150205T000000,345000,3,1.5,1,0,4,8,1960,0,98198,47.4032,-122.314
5089700260,20140812T000000,283500,4,2.25,2,0,3,8,1978,0,98055,47.4391,-122.193
9473200105,20140924T000000,425000,2,1,1.5,0,3,7,1911,0,98103,47.6872,-122.339
6678900140,20150319T000000,685000,3,1.75,1,0,3,8,1974,0,98033,47.6621,-122.189
9552700550,20150421T000000,750000,3,2.5,2,0,3,8,1983,0,98006,47.5471,-122.149
2171400218,20150416T000000,245000,4,1.5,1,0,3,6,1960,0,98178,47.4949,-122.255
9122001231,20150403T000000,585444,6,3.75,1,0,3,7,1962,0,98144,47.5816,-122.296
6639900012,20140917T000000,706000,4,2.5,2,0,3,9,2009,0,98033,47.6962,-122.179
8151601090,20140801T000000,445000,4,2,1.5,0,3,7,1944,2009,98146,47.5067,-122.361
6664900260,20150219T000000,241000,3,2,1,0,3,7,1990,0,98023,47.2904,-122.353
7663700030,20150503T000000,1.18E+06,2,2.5,2,1,3,8,1957,2004,98155,47.7345,-122.285
952000055,20150206T000000,530000,3,1,1.5,0,4,7,1927,0,98126,47.5677,-122.376
4292300024,20150302T000000,350000,3,1.5,1,0,3,7,1948,0,98133,47.7352,-122.33
8073000550,20150415T000000,1.70E+06,4,3.75,2,1,3,10,1999,0,98178,47.5115,-122.246
9238450160,20150428T000000,389000,3,1,1,0,3,7,1968,0,98072,47.7677,-122.163
6127600036,20141105T000000,799000,4,2.75,2,0,4,7,1945,0,98115,47.6788,-122.27
1370801331,20140804T000000,1.40E+06,4,2.5,1,0,4,9,1951,0,98199,47.6408,-122.41
3500100226,20141229T000000,340895,2,1,1,0,5,7,1947,0,98155,47.734,-122.301
319500570,20140505T000000,780000,4,2.5,2,0,3,9,1996,0,98074,47.6227,-122.029
3751604974,20141204T000000,350000,2,1.5,1,0,3,7,1993,0,98001,47.2755,-122.271
7852030320,20150217T000000,470000,3,2.5,2,0,3,7,1999,0,98065,47.5328,-121.879
2481630070,20150128T000000,914600,4,3,2,0,3,11,1985,0,98072,47.7336,-122.134
4299000030,20140923T000000,354000,4,2.5,2,0,3,8,2005,0,98042,47.3663,-122.129
3886902590,20150226T000000,470000,5,2,1.5,0,4,6,1920,0,98033,47.6831,-122.186
9178601000,20140730T000000,715000,3,2,1,0,5,7,1927,0,98103,47.6558,-122.331
2861100030,20141007T000000,265000,2,1,1,0,4,6,1950,0,98108,47.5466,-122.304
9471200370,20150330T000000,2.54E+06,4,3,2,0,5,10,1936,0,98105,47.6696,-122.261
625049286,20140815T000000,640000,3,1,1,0,3,7,1950,0,98103,47.6857,-122.341
133000135,20141120T000000,290000,4,1.75,2,0,4,7,1929,0,98168,47.5131,-122.313
7214700830,20140513T000000,480000,5,4.75,1,0,3,8,1976,0,98077,47.7597,-122.079
4473400045,20140826T000000,535000,3,2,1,0,5,7,1954,0,98144,47.5959,-122.293
9413600350,20140829T000000,907000,3,1.75,1,0,5,8,1965,0,98033,47.6537,-122.195
1138010520,20140601T000000,459000,3,1.75,1,0,4,7,1974,0,98034,47.7148,-122.213
7431500341,20150424T000000,1.36E+06,3,2.5,1,0,3,9,1950,2007,98008,47.6191,-122.099
8830400135,20150305T000000,264950,3,1.5,1,0,3,7,1967,0,98030,47.3632,-122.188
5694000710,20141107T000000,352950,3,1,1.5,0,1,6,1900,0,98103,47.6598,-122.348
1951820070,20140822T000000,491500,3,2.25,1,0,4,8,1974,0,98006,47.5413,-122.174
6137500320,20140625T000000,1.23E+06,4,3.5,2,0,3,10,1989,0,98007,47.6463,-122.151
6703100070,20150406T000000,369500,3,1,1,0,4,7,1952,0,98155,47.7362,-122.319
339350070,20150318T000000,566000,3,2.5,2,0,3,9,2004,0,98052,47.686,-122.095
7399300860,20140825T000000,290000,3,2.25,1,0,4,7,1968,0,98055,47.4621,-122.187
8907500070,20150413T000000,5.35E+06,5,5,2,0,3,12,2009,0,98004,47.6232,-122.22
8651430560,20140522T000000,180000,3,1,1,0,3,6,1969,2014,98042,47.369,-122.077
2228900270,20140812T000000,215000,2,1,1,0,4,6,1944,0,98133,47.771,-122.353
2228900270,20150212T000000,302000,2,1,1,0,4,6,1944,0,98133,47.771,-122.353
6880200030,20150410T000000,352500,3,1.75,1,0,3,7,1986,0,98198,47.3855,-122.322
7227501170,20140626T000000,235867,4,2,1,0,4,5,1942,0,98056,47.496,-122.19
7504460200,20140717T000000,500000,3,2.25,2,0,3,8,1978,0,98074,47.624,-122.05
1559900200,20150326T000000,382000,3,2.25,2,0,3,7,1995,0,98019,47.7462,-121.98
546000400,20150422T000000,515000,5,2.5,1.5,0,3,7,1930,0,98117,47.6903,-122.38
1596600060,20150501T000000,250000,1,1,1,0,3,6,1919,0,98144,47.5723,-122.304
6021501920,20140627T000000,672500,3,2.25,1.5,0,4,7,1939,0,98117,47.6876,-122.384
3275860270,20141022T000000,755000,3,2.25,2,0,3,9,1989,0,98052,47.6897,-122.098
5457300703,20150320T000000,707500,3,1,2,0,3,7,1910,0,98109,47.627,-122.353
2919700885,20140826T000000,459000,4,2,1,0,4,6,1924,0,98117,47.6882,-122.365
1951500030,20150204T000000,140000,3,1,1.5,0,3,7,1959,0,98032,47.3748,-122.294
9550200310,20140811T000000,495000,2,1,1,0,3,7,1905,0,98103,47.6667,-122.333
3630120700,20140513T000000,757000,3,3.25,2,0,3,9,2007,0,98029,47.5534,-122.002
3630120700,20150107T000000,765000,3,3.25,2,0,3,9,2007,0,98029,47.5534,-122.002
6370000070,20140919T000000,359000,4,1.5,1,0,4,7,1955,0,98125,47.7055,-122.3
7935000125,20140605T000000,440000,3,1,1,0,3,6,1900,0,98136,47.5473,-122.396
3034200058,20140529T000000,400000,4,1.5,1,0,3,7,1965,0,98133,47.7224,-122.332
2856102336,20150325T000000,652000,3,2,1,0,4,7,1941,0,98117,47.6785,-122.393
2523039239,20140530T000000,260000,3,1.75,1,0,3,7,1980,0,98166,47.4574,-122.358
5452800310,20150420T000000,1.33E+06,5,3,1,0,3,9,1964,1990,98040,47.5421,-122.229
2724069070,20150220T000000,519500,4,2,1,0,3,6,1964,0,98027,47.5326,-122.032
6690500320,20141027T000000,650000,3,1,1.5,0,4,7,1928,0,98103,47.6861,-122.354
2413301070,20150324T000000,280000,4,2.25,2,0,3,8,1978,0,98003,47.3251,-122.329
1562100030,20140910T000000,515000,4,1.75,1,0,4,8,1965,0,98007,47.6219,-122.138
7941140070,20150318T000000,400000,3,2.25,2,0,3,7,1986,0,98034,47.7159,-122.203
1703050520,20150414T000000,652100,3,2.5,2,0,3,9,2003,0,98074,47.6297,-122.021
2412600030,20140623T000000,235000,6,3,2,0,3,7,1980,0,98003,47.3054,-122.305
5266300140,20150408T000000,701000,4,1.5,2,0,3,8,1907,0,98118,47.5575,-122.279
11520030,20140624T000000,640000,4,2.5,2,0,3,9,1997,0,98052,47.6993,-122.115
7202290140,20140728T000000,455800,3,2.5,2,0,3,7,2002,0,98053,47.6866,-122.043
8161010060,20141218T000000,504750,3,2.5,2,0,3,8,1993,0,98014,47.6442,-121.898
8562900710,20140711T000000,483000,3,3,2,0,3,9,1992,0,98074,47.6104,-122.06
8888000055,20141230T000000,530000,3,0.75,1,1,5,6,1950,0,98070,47.4781,-122.49
3395800295,20140711T000000,250000,2,1,1,0,3,6,1956,0,98146,47.4814,-122.341
5557320030,20140924T000000,229950,5,2.75,1,0,3,7,1994,0,98023,47.3155,-122.347
2909300640,20140723T000000,884744,4,3.5,2,0,3,9,2001,0,98074,47.6067,-122.022
5202500030,20150401T000000,514000,3,1.5,1,0,3,7,1977,0,98052,47.6681,-122.143
5561300640,20150506T000000,532000,3,2.25,1,0,4,8,1977,0,98027,47.4672,-122.006
3449900030,20140911T000000,423000,4,2.5,2,0,3,8,2004,0,98059,47.4981,-122.162
952003435,20140826T000000,420000,2,1,1,0,5,6,1922,0,98126,47.5649,-122.38
6204200340,20141110T000000,521000,3,1.75,1,0,3,8,1988,0,98011,47.737,-122.201
1737100830,20150205T000000,577000,4,2.25,2,0,3,8,1979,0,98033,47.6988,-122.169
2207200520,20140929T000000,425000,3,1,1,0,3,7,1956,0,98007,47.603,-122.132
3818400060,20141031T000000,495000,4,2.5,2,0,3,8,2004,0,98028,47.7719,-122.235
9264960560,20141001T000000,340000,3,2.5,2,0,3,9,1987,0,98023,47.3026,-122.351
6362900172,20140923T000000,499950,3,3.5,2,0,3,8,2014,0,98144,47.596,-122.298
9272200810,20150316T000000,1.22E+06,4,3,2,0,3,9,2014,0,98116,47.5917,-122.386
3629160060,20150227T000000,720000,4,2.75,1,0,5,8,1977,0,98056,47.5259,-122.204
4324200060,20150312T000000,249000,3,1.5,1,0,3,7,1970,0,98031,47.4216,-122.174
3830620710,20140613T000000,206135,3,1,1,0,4,7,1978,0,98030,47.3527,-122.178
3276900030,20141006T000000,300000,5,2.75,2,0,4,7,1968,0,98055,47.444,-122.19
4058800830,20150318T000000,612000,6,3,1.5,0,3,8,1949,0,98178,47.506,-122.241
6202600070,20141106T000000,1.10E+06,5,2.5,2,0,3,10,1950,1990,98177,47.7291,-122.363
8581200030,20150224T000000,230000,4,2,1.5,0,4,7,1970,0,98023,47.2964,-122.376
2771601940,20150504T000000,850000,3,1,1,0,3,8,1936,0,98119,47.6378,-122.372
2214800270,20140925T000000,355000,4,2.5,1,0,4,7,1979,0,98001,47.3396,-122.256
7312000240,20140623T000000,442000,4,2.5,2,0,3,9,1990,0,98059,47.5148,-122.159
8562890560,20140626T000000,399000,4,3,2,0,3,8,2001,0,98042,47.3786,-122.126
4136930310,20141106T000000,360000,4,2.5,2,0,3,9,1999,0,98092,47.2593,-122.222
1328330350,20150213T000000,390000,3,1.75,1,0,3,8,1978,0,98058,47.4425,-122.133
5255690060,20150318T000000,413000,5,2.5,1,0,3,8,1977,0,98011,47.7752,-122.197
402000260,20150211T000000,190000,2,1,1,0,3,6,1951,0,98118,47.5294,-122.276
7787110060,20141013T000000,432900,3,2.5,2,0,3,8,1998,0,98045,47.4849,-121.782
8651580310,20140528T000000,621138,3,2.25,2,0,3,9,1986,0,98074,47.6482,-122.072
3705000060,20140604T000000,270000,3,2.25,1.5,0,3,7,2003,0,98042,47.4203,-122.157
7525410060,20150109T000000,610000,4,2.25,1,0,3,8,1980,0,98075,47.5739,-122.032
3295700060,20140602T000000,500000,3,2,1,0,5,7,1941,0,98108,47.559,-122.298
8121500060,20140807T000000,715000,4,2.25,1,0,5,8,1968,0,98053,47.6627,-122.032
3728800320,20140529T000000,264000,3,1.5,1,0,4,7,1958,0,98042,47.3658,-122.148
6003501535,20140828T000000,550000,3,1.75,1.5,0,3,8,1901,0,98102,47.6209,-122.317
2621750340,20141015T000000,337000,3,2,1,0,3,8,1997,0,98042,47.3724,-122.108
3445000274,20150513T000000,170000,3,1,1,0,4,6,1962,0,98198,47.4167,-122.302
3288200030,20140829T000000,405000,4,2.5,1,0,4,7,1972,0,98034,47.7321,-122.185
4188000640,20140911T000000,775000,4,2.5,1,0,3,10,1984,0,98052,47.7185,-122.114
2558730070,20140825T000000,425000,3,2.25,1,0,4,7,1983,0,98034,47.7223,-122.174
7923500060,20140922T000000,713000,5,2.75,2,0,4,8,1967,0,98007,47.5943,-122.133
8016300030,20141103T000000,555000,5,2.5,1,0,3,8,1966,0,98008,47.5968,-122.127
3629920830,20150506T000000,810000,4,2.5,2,0,3,9,2003,0,98029,47.5453,-121.995
4054510270,20140827T000000,1.25E+06,4,3.75,2,0,4,11,1990,0,98077,47.7237,-122.042
2864600105,20140624T000000,819000,3,3.5,2,0,5,8,1908,0,98199,47.6491,-122.405
8165500830,20150327T000000,409900,3,2.5,2,0,3,8,2013,0,98106,47.5389,-122.367
4395600060,20140630T000000,935000,2,2.5,2,0,5,9,1974,0,98004,47.6132,-122.21
4444800045,20150420T000000,657500,4,1.75,1,0,4,7,1947,0,98117,47.6981,-122.4
1115300270,20150428T000000,900000,6,3.75,2,0,3,9,2008,0,98059,47.5211,-122.157
5363200200,20150402T000000,932800,5,3.25,2.5,0,3,9,1998,2007,98115,47.6919,-122.294
6067900640,20150420T000000,391000,3,2,1,0,4,8,1977,0,98006,47.5455,-122.184
4279200060,20141230T000000,420000,4,2.5,2,0,3,8,2000,0,98059,47.4979,-122.153
3425059222,20141124T000000,1.30E+06,6,3.5,2,0,3,10,2002,0,98005,47.6078,-122.157
5253300397,20150409T000000,415000,3,1.5,1,0,5,8,1956,0,98133,47.751,-122.338
1769600204,20150225T000000,350000,3,1.75,1,0,3,8,1946,0,98146,47.5038,-122.379
1176001195,20140621T000000,375000,2,1,2,0,4,7,1948,0,98107,47.6684,-122.401
1239400570,20141117T000000,860000,3,1.75,1,0,5,8,1947,0,98033,47.673,-122.187
6071600270,20140603T000000,495000,4,2.25,1,0,4,8,1961,0,98006,47.5491,-122.17
1311100520,20150414T000000,250000,4,2.25,1,0,3,7,1962,0,98001,47.3386,-122.288
1402200070,20141013T000000,365000,4,2.25,1,0,4,8,1968,0,98058,47.439,-122.144
1419700270,20140507T000000,503000,3,2.75,1,0,5,7,1980,0,98034,47.7163,-122.212
5126900310,20150325T000000,150000,2,1,1,0,4,6,1944,0,98058,47.4752,-122.172
8816400885,20141008T000000,450000,4,1.75,1,0,4,7,1912,0,98105,47.6684,-122.314
5412100550,20141208T000000,355000,4,3,2,0,3,8,2001,0,98001,47.2609,-122.289
7203000465,20141018T000000,245000,3,2,2,0,4,7,1972,0,98003,47.346,-122.315
1862900160,20140703T000000,265900,3,2,1,0,4,7,1992,0,98031,47.4053,-122.181
984220240,20141125T000000,299000,4,2.5,1,0,3,7,1975,0,98058,47.4339,-122.167
4458800060,20150409T000000,957500,4,2.25,2,0,4,10,1968,0,98040,47.5318,-122.224
1138000160,20140908T000000,343000,3,1,1,0,4,7,1972,0,98034,47.7143,-122.211
9406520550,20141027T000000,307500,3,2.25,2,0,3,7,1994,0,98038,47.3646,-122.037
7852160070,20150105T000000,937500,5,3.75,2,0,3,10,2004,0,98065,47.5364,-121.858
7214700160,20140509T000000,610000,3,3,1,0,4,8,1976,0,98077,47.7591,-122.073
2483700160,20140917T000000,720000,3,1.5,1,0,3,8,1952,0,98136,47.5244,-122.386
1972201820,20141016T000000,610000,4,2,1.5,0,5,7,1919,0,98103,47.6515,-122.346
9477000060,20150331T000000,434500,3,1.75,1,0,4,7,1967,0,98034,47.7335,-122.193
7932000041,20150512T000000,602500,2,2.5,1,0,4,10,1979,0,98058,47.4291,-122.177
1231000520,20141118T000000,607010,4,2.5,2,0,3,8,2002,0,98118,47.5553,-122.269
7522500070,20150204T000000,610000,3,1,1,0,3,7,1947,0,98117,47.686,-122.395
4215250310,20140919T000000,828500,4,2.5,2,0,3,10,1983,0,98072,47.7582,-122.13
5560000070,20140707T000000,199990,3,1,1,0,3,6,1961,0,98023,47.329,-122.338
1545804460,20150401T000000,294000,3,1.75,1,0,3,7,1987,0,98038,47.3643,-122.049
9510970310,20140612T000000,789500,4,2.5,2,0,3,9,2005,0,98052,47.6647,-122.08
98030160,20150212T000000,797000,3,3.5,2,0,3,10,2008,0,98075,47.5807,-121.972
